scrape_date,listing_url,year,transmission,mileage,fuel,municipality,color,make,model,price_value,price_currency,price,mileage_raw,age,region
2025-04-28 09:56:03.701665,https://www.merrjep.al/njoftim/range-rover-vogue-5-0l-14-autobiography-full-panoramic/14333870,2014,Automatik,170000,Benzin,Tiranë,E Zezë,Land Rover,Range Rover,24000.0,EUR,240000,170 000 - 179 999,11,Tirane
2025-04-28 09:56:03.701673,https://www.merrjep.al/njoftim/mercedes-benz-gle-350d-amg-line/15216054,2016,Automatik,20000,Dizel / Naftë,Durrës,E Bardhë,Mercedes-Benz,GLE 350,22800.0,EUR,228000,20 000 - 24 999,9,Durres
2025-04-28 09:56:03.701682,https://www.merrjep.al/njoftim/mercedes-benz-gl420-09-mundesi-nderrimi/14497865,2008,Automatik,200000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,GL 420,8000.0,EUR,80000,200 000 - 249 999,17,Tirane
2025-04-28 09:56:03.701690,https://www.merrjep.al/njoftim/vw-amarok-2-0tdi-170km-6+r-13-5-vetem-shitet/15222528,2013,Automatik,170000,Dizel / Naftë,Tiranë,Kafe,VW Volkswagen,Amarok,13500.0,EUR,135000,170 000 - 179 999,12,Tirane
2025-04-28 09:56:03.701699,https://www.merrjep.al/njoftim/smart-center/15153627,2008,Automatik,110000,Benzin,Tiranë,E Zezë,Smart,ForTwo,4200.0,EUR,42000,110 000 - 119 999,17,Tirane
2025-04-28 09:56:03.701707,https://www.merrjep.al/njoftim/ford-focus-titanium-automat/15214496,2013,Automatik,200000,Dizel / Naftë,Krujë,Gri,Ford,Focus,5700.0,EUR,57000,200 000 - 249 999,12,Other
2025-04-28 09:56:03.701723,https://www.merrjep.al/njoftim/okazion-ford-escape-1-6-viti-2014-2015/15033986,2014,Automatik,180000,Benzin,Tiranë,E Zezë,Ford,Escape,6800.0,EUR,68000,180 000 - 189 999,11,Tirane
2025-04-28 09:56:03.701731,https://www.merrjep.al/njoftim/smart-center/15153658,2009,Automatik,90000,Benzin,Tiranë,Gri,Smart,ForTwo,5999.0,EUR,59990,90 000 - 94 999,16,Tirane
2025-04-28 09:56:03.701739,https://www.merrjep.al/njoftim/okazion-400-euro-cmimi-fundit/15223391,1999,Manual,160000,Benzin,Durrës,Blu,Kia,Pride,400.0,EUR,4000,160 000 - 169 999,26,Durres
2025-04-28 09:56:03.701747,https://www.merrjep.al/njoftim/mercedes-ml-automat-diesel-pa-taks-luksi-vp-2007/15223395,2007,Automatik,25000,Dizel / Naftë,Vlorë,E Zezë,Mercedes-Benz,ML 320,4700.0,EUR,47000,25 000 - 29 999,18,Vlore
2025-04-28 09:56:03.701764,https://www.merrjep.al/njoftim/golf-5-1-6-benzin-gaz-2008/14971688,2008,Manual,200000,Dizel / Naftë,Krujë,Gri,VW Volkswagen,Golf,3900.0,EUR,39000,200 000 - 249 999,17,Other
2025-04-28 09:56:03.701772,https://www.merrjep.al/njoftim/range-rover-evoque-2-0-benzine-dynamic/14995985,2015,Automatik,170000,Benzin,Tiranë,E Zezë,Land Rover,Range Rover Evoque,14900.0,EUR,149000,170 000 - 179 999,10,Tirane
2025-04-28 09:56:03.701780,https://www.merrjep.al/njoftim/mercedes-benz-c350-benzine-viti-2013-104000-km/15188384,2013,Automatik,100000,Benzin,Tiranë,Gri,Mercedes-Benz,C 350,8500.0,EUR,85000,100 000 - 109 999,12,Tirane
2025-04-28 09:56:03.701788,https://www.merrjep.al/njoftim/s350d/13269714,2018,Automatik,180000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,S 350,49000.0,EUR,490000,180 000 - 189 999,7,Tirane
2025-04-28 09:56:03.701796,https://www.merrjep.al/njoftim/volvo-xc-60-2011-benzin/15214623,2011,Automatik,140000,Benzin,Lushnjë,Gri,Volvo,XC 60,8000.0,EUR,80000,140 000 - 149 999,14,Other
2025-04-28 09:56:03.702157,https://www.merrjep.al/njoftim/shitet-vogue-autobiography/14997989,2014,Automatik,190000,Dizel / Naftë,Tiranë,E Zezë,Land Rover,Range Rover,28000.0,EUR,280000,190 000 - 199 999,11,Tirane
2025-04-28 09:56:03.702191,https://www.merrjep.al/njoftim/fiat-2022/14693383,2022,Manual,0,Dizel / Naftë,Tiranë,E Bardhë,Fiat,Ducato,17500.0,EUR,175000,0 - 4 999,3,Tirane
2025-04-28 09:56:03.702203,https://www.merrjep.al/njoftim/bmw-seria-3/15220890,2015,Automatik,110000,Dizel / Naftë,Kavajë,E Zezë,BMW,320,11000.0,EUR,110000,110 000 - 119 999,10,Other
2025-04-28 09:56:03.702211,https://www.merrjep.al/njoftim/volkswagen-golf-viti-2013-1-6-tdi-110cv/15059658,2013,Manual,140000,Dizel / Naftë,Fier,E Bardhë,VW Volkswagen,Golf,8900.0,EUR,89000,140 000 - 149 999,12,Other
2025-04-28 09:56:03.702220,https://www.merrjep.al/njoftim/opel-astra-2013-1-7-nafte-super-gjendje-zvicra/15154893,2013,Automatik,180000,Dizel / Naftë,Durrës,Kafe,Opel,Astra,5300.0,EUR,53000,180 000 - 189 999,12,Durres
2025-04-28 09:56:03.702229,https://www.merrjep.al/njoftim/nissan-juke-viti-2013-diesel/15214570,2013,Manual,190000,Dizel / Naftë,Tiranë,E Bardhë,Nissan,Juke,6300.0,EUR,63000,190 000 - 199 999,12,Tirane
2025-04-28 09:56:03.702237,https://www.merrjep.al/njoftim/okazion-2015-mercedes-benz-glk-250-bluetec/14500793,2015,Automatik,130000,Dizel / Naftë,Durrës,Gri,Mercedes-Benz,GLK 250,12500.0,EUR,125000,130 000 - 139 999,10,Durres
2025-04-28 09:56:03.702246,https://www.merrjep.al/njoftim/vw-polo-1-6-nafte-automatik-klima-2013/14860418,2013,Automatik,150000,Dizel / Naftë,Tiranë,E Zezë,VW Volkswagen,Polo,7200.0,EUR,72000,150 000 - 159 999,12,Tirane
2025-04-28 09:56:03.702255,https://www.merrjep.al/njoftim/volkswagen-jetta-1-6-tdi-automat/15114802,2012,Automatik,200000,Dizel / Naftë,Vlorë,Gri,VW Volkswagen,Jetta,6699.0,EUR,66990,200 000 - 249 999,13,Vlore
2025-04-28 09:56:03.702264,https://www.merrjep.al/njoftim/shitet-mercedes-benz-s-350-lang-amg/15113818,2014,Automatik,45000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,350,55000.0,EUR,550000,45 000 - 49 999,11,Tirane
2025-04-28 09:56:03.702272,https://www.merrjep.al/njoftim/ford-kuga/14955064,2013,Automatik,190000,Dizel / Naftë,Fier,Gri,Ford,Kuga,8600.0,EUR,86000,190 000 - 199 999,12,Other
2025-04-28 09:56:03.702280,https://www.merrjep.al/njoftim/golf-7r-+400hp-4motion/14953816,2017,Automatik,190000,Benzin,Tiranë,E Bardhë,VW Volkswagen,Golf,25000.0,EUR,250000,190 000 - 199 999,8,Tirane
2025-04-28 09:56:03.702289,https://www.merrjep.al/njoftim/bmw-750l-4-4-twin-turbo-limit-editon-mundesi-nderrimi/11707635,2016,Steptronic / Tiptronic,95000,Benzin,Tiranë,E Bardhë,BMW,750,30000.0,EUR,300000,95 000 - 99 999,9,Tirane
2025-04-28 09:56:03.702298,https://www.merrjep.al/njoftim/fiat-500x-55-000km-benzin-+gaz-4-4/15003960,2018,Automatik,50000,Gaz (TNG) / Benzinë,Tiranë,E Kuqe,Fiat,500X,13500.0,EUR,135000,50 000 - 54 999,7,Tirane
2025-04-28 09:56:03.702325,https://www.merrjep.al/njoftim/benz-glc/15082018,2020,Automatik,50000,Benzin,Pogradec,E Zezë,Mercedes-Benz,C 300,29500.0,EUR,295000,50 000 - 54 999,5,Other
2025-04-28 09:56:03.702351,https://www.merrjep.al/njoftim/skoda/15110445,2008,Manual,20000,Dizel / Naftë,Shkodër,Gri,Škoda,Octavia,2300.0,EUR,23000,20 000 - 24 999,17,Other
2025-04-28 09:56:03.702378,https://www.merrjep.al/njoftim/okazion-opel-corsa-super-ekonomike/13917714,2011,Manual,30000,Gaz (TNG) / Benzinë,Lushnjë,Blu,Opel,Corsa,2999.0,EUR,29990,30 000 - 34 999,14,Other
2025-04-28 09:56:03.702386,https://www.merrjep.al/njoftim/wv-pasat-2-5/15161336,2013,Automatik,180000,Benzin,Durrës,E Bardhë,VW Volkswagen,Passat,6500.0,EUR,65000,180 000 - 189 999,12,Durres
2025-04-28 09:56:03.702394,https://www.merrjep.al/njoftim/nderrohet-karrotrec-atego-817-me-bllokazh-me-syze/15088160,1999,Manual,450000,Dizel / Naftë,Tiranë,Blu,Mercedes-Benz,Model tjetër,17900.0,EUR,179000,450 000 - 499 999,26,Tirane
2025-04-28 09:56:03.702412,https://www.merrjep.al/njoftim/5700-nderrohet-toyota-iq-2011-automat-motorr-1-0-benzine+/14976780,2011,Automatik,170000,Gaz (TNG) / Benzinë,Tiranë,Gri,Toyota,IQ,5700.0,EUR,57000,170 000 - 179 999,14,Tirane
2025-04-28 09:56:03.702420,https://www.merrjep.al/njoftim/okazion-e-class-350-super-gjendje/11003674,2011,Automatik,250000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,E 350,9999.0,EUR,99990,250 000 - 299 999,14,Tirane
2025-04-28 09:56:03.702429,https://www.merrjep.al/njoftim/2500-ford-cmax-2007-nafte-1-8-gjendje-te-mire-me-letra/15153201,2007,Manual,250000,Dizel / Naftë,Tiranë,Blu,Ford,Focus C-Max,2500.0,EUR,25000,250 000 - 299 999,18,Tirane
2025-04-28 09:56:03.702438,https://www.merrjep.al/njoftim/audi-a7/15133978,2014,Automatik,110000,Dizel / Naftë,Krujë,E Bardhë,Audi,A7,15000.0,EUR,150000,110 000 - 119 999,11,Other
2025-04-28 09:56:03.702446,https://www.merrjep.al/njoftim/porsche-cayene-2014-diesel/15193715,2014,Automatik,190000,Dizel / Naftë,Tiranë,Gri,Porsche,Cayenne,1790.0,EUR,17900,190 000 - 199 999,11,Tirane
2025-04-28 09:56:03.702462,https://www.merrjep.al/njoftim/honda-civic-1-8-benzine+gaz-me-klima/15215094,2009,Automatik,190000,Gaz (TNG) / Benzinë,Tiranë,Gri,Honda,Civic,4900.0,EUR,49000,190 000 - 199 999,16,Tirane
2025-04-28 09:56:03.702471,https://www.merrjep.al/njoftim/audi-a6-s-line-technik-2016-nafte/15219620,2016,Automatik,200000,Dizel / Naftë,Tiranë,Blu,Audi,A6,20800.0,EUR,208000,200 000 - 249 999,9,Tirane
2025-04-28 09:56:03.702480,https://www.merrjep.al/njoftim/passat-sel-1-8-benzin+gaz-2017-gjendje-perfekte/15193992,2017,Automatik,120000,Gaz (TNG) / Benzinë,Durrës,Vishnje,VW Volkswagen,Passat,10300.0,EUR,103000,120 000 - 129 999,8,Durres
2025-04-28 09:56:03.702489,https://www.merrjep.al/njoftim/okazion-shitet-mercedes-e250-cdi-4-matic/15223366,2015,Automatik,250000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,E 250,14000.0,EUR,140000,250 000 - 299 999,10,Tirane
2025-04-28 09:56:03.702497,https://www.merrjep.al/njoftim/ford-focus-1-6-naft-2011-gjendje-perfekte/15193987,2011,Manual,190000,Dizel / Naftë,Tiranë,E Bardhë,Ford,Focus,3550.0,EUR,35500,190 000 - 199 999,14,Tirane
2025-04-28 09:56:03.702514,https://www.merrjep.al/njoftim/okazion-400-euro-cmimi-fundit/15223364,1999,Manual,160000,Benzin,Durrës,Blu,Kia,Pride,500.0,EUR,5000,160 000 - 169 999,26,Durres
2025-04-28 09:56:03.702531,https://www.merrjep.al/njoftim/subaru-forester-okaziooonnnn/15117180,2011,Automatik,190000,Benzin,Tiranë,E Zezë,Subaru,Forester,5900.0,EUR,59000,190 000 - 199 999,14,Tirane
2025-04-28 09:56:03.702548,https://www.merrjep.al/njoftim/shitet-ose-nderrohet/15223361,2012,Automatik,160000,Benzin,Tiranë,E Bardhë,Subaru,Legacy,7800.0,EUR,78000,160 000 - 169 999,13,Tirane
2025-04-28 09:56:03.702556,https://www.merrjep.al/njoftim/skoda-fabia-1-2-benzin-2008-super-gjendje/15194435,2008,Automatik,170000,Benzin,Fier,Blu,Škoda,Fabia,2350.0,EUR,23500,170 000 - 179 999,17,Other
2025-04-28 09:56:03.702566,https://www.merrjep.al/njoftim/audi-a6-s-line-technik-2016-nafte/15218795,2016,Automatik,20000,Dizel / Naftë,Tiranë,Blu,Audi,A6,20800.0,EUR,208000,20 000 - 24 999,9,Tirane
2025-04-28 09:56:03.702574,https://www.merrjep.al/njoftim/bmw-x5-3-5i-3-0-benzin-2015-full-opsion/15194415,2015,Automatik,170000,Benzin,Tiranë,Gri,BMW,X5,14999.0,EUR,149990,170 000 - 179 999,10,Tirane
2025-04-28 09:56:03.702582,https://www.merrjep.al/njoftim/audi-s7-4-0-benzin-tfsi-2015-super-full-opsion/15194428,2015,Automatik,180000,Benzin,Tiranë,Gri,Audi,S7,22500.0,EUR,225000,180 000 - 189 999,10,Tirane
2025-04-28 09:56:03.702590,https://www.merrjep.al/njoftim/c-220-naft-2016-full-opsion/15194419,2016,Automatik,200000,Dizel / Naftë,Tiranë,E Zezë,Mercedes-Benz,C 220,14900.0,EUR,149000,200 000 - 249 999,9,Tirane
2025-04-28 09:56:03.702599,https://www.merrjep.al/njoftim/peugot-207cc-kabrio-1-6-benzin-2008/15193998,2008,Automatik,140000,Benzin,Fier,Gri,Peugeot,207,3700.0,EUR,37000,140 000 - 149 999,17,Other
2025-04-28 09:56:03.702615,https://www.merrjep.al/njoftim/cla45-amg-2017-edition-1/14957476,2017,Automatik,140000,Benzin,Tiranë,E Bardhë,Mercedes-Benz,CLA 45 AMG,30000.0,EUR,300000,140 000 - 149 999,8,Tirane
2025-04-28 09:56:03.702623,https://www.merrjep.al/njoftim/toyota-subaru-trezia-1-4-nafte-2012/15180732,2012,Manual,15000,Dizel / Naftë,Durrës,Gri,Subaru,Trezia,4600.0,EUR,46000,15 000 - 19 999,13,Durres
2025-04-28 09:56:03.702632,https://www.merrjep.al/njoftim/shite/15223355,2012,Manual,250000,Dizel / Naftë,Tiranë,Gri,Nissan,Qashqai+2,3500.0,EUR,35000,250 000 - 299 999,13,Tirane
2025-04-28 09:56:03.702640,https://www.merrjep.al/njoftim/mercedes-benz-b-class/15004310,2010,Automatik,120000,Gaz (TNG) / Benzinë,Durrës,E Bardhë,Mercedes-Benz,B 200,5300.0,EUR,53000,120 000 - 129 999,15,Durres
2025-04-28 09:56:03.702648,https://www.merrjep.al/njoftim/audi-a4-2-0-tdi-2013/14671966,2013,Automatik,80000,Dizel / Naftë,Durrës,Gri,Audi,A4,9700.0,EUR,97000,80 000 - 84 999,12,Durres
2025-04-28 09:56:03.702656,https://www.merrjep.al/njoftim/okazion-400-euro-cmimi-fundit/15223360,1999,Manual,160000,Benzin,Durrës,Blu,Kia,Pride,500.0,EUR,5000,160 000 - 169 999,26,Durres
2025-04-28 09:56:03.702665,https://www.merrjep.al/njoftim/toyota-2007-naft-1-4-automat-rrobotiku-i-ri/15157363,2007,Automatik,190000,Dizel / Naftë,Tiranë,E Zezë,Toyota,Yaris,4400.0,EUR,44000,190 000 - 199 999,18,Tirane
2025-04-28 09:56:03.702679,https://www.merrjep.al/njoftim/gaze-benzin-2012/15219698,2012,Automatik,15000,Gaz (TNG) / Benzinë,Tiranë,E Zezë,Mercedes-Benz,C 300,9900.0,EUR,99000,15 000 - 19 999,13,Tirane
2025-04-28 09:56:03.702688,https://www.merrjep.al/njoftim/shitet-vogue-autobiography/14997989,2014,Automatik,190000,Dizel / Naftë,Tiranë,E Zezë,Land Rover,Range Rover,28000.0,EUR,280000,190 000 - 199 999,11,Tirane
2025-04-28 09:56:03.702697,https://www.merrjep.al/njoftim/fiat-2022/14693383,2022,Manual,0,Dizel / Naftë,Tiranë,E Bardhë,Fiat,Ducato,17500.0,EUR,175000,0 - 4 999,3,Tirane
2025-04-28 09:56:03.702705,https://www.merrjep.al/njoftim/a4-2-0-nafte-automat-panorame-full-nga-italia/15141288,2008,Automatik,200000,Dizel / Naftë,Durrës,Gri,Audi,A4,7500.0,EUR,75000,200 000 - 249 999,17,Durres
2025-04-28 09:56:03.702724,https://www.merrjep.al/njoftim/opel-astra-2013-1-7-nafte-super-gjendje-zvicra/15154893,2013,Automatik,180000,Dizel / Naftë,Durrës,Kafe,Opel,Astra,5300.0,EUR,53000,180 000 - 189 999,12,Durres
2025-04-28 09:56:03.702734,https://www.merrjep.al/njoftim/santa-fe-benzin-gaz-automat-full-super-gjendje/15218980,2010,Automatik,170000,Gaz (TNG) / Benzinë,Durrës,Gri,Hyundai,Santa Fe,8900.0,EUR,89000,170 000 - 179 999,15,Durres
2025-04-28 09:56:03.702743,https://www.merrjep.al/njoftim/okazion-2015-mercedes-benz-glk-250-bluetec/14500793,2015,Automatik,130000,Dizel / Naftë,Durrës,Gri,Mercedes-Benz,GLK 250,12500.0,EUR,125000,130 000 - 139 999,10,Durres
2025-04-28 09:56:03.702752,https://www.merrjep.al/njoftim/nissan-qashqai-automat-2-0-nafte/13645678,2010,Automatik,200000,Dizel / Naftë,Tiranë,Gri,Nissan,Qashqai+2,7490.0,EUR,74900,200 000 - 249 999,15,Tirane
2025-04-28 09:56:03.702760,https://www.merrjep.al/njoftim/volkswagen-jetta-1-6-tdi-automat/15114802,2012,Automatik,200000,Dizel / Naftë,Vlorë,Gri,VW Volkswagen,Jetta,6699.0,EUR,66990,200 000 - 249 999,13,Vlore
2025-04-28 09:56:03.702769,https://www.merrjep.al/njoftim/okazion-e-class-3-0-naft-2012full-extra/15000299,2012,Automatik,200000,Dizel / Naftë,Fier,E Zezë,Mercedes-Benz,E 350,9700.0,EUR,97000,200 000 - 249 999,13,Other
2025-04-28 09:56:03.702777,https://www.merrjep.al/njoftim/qashqai-full-option-2-0-nafte-automat/15202303,2007,Automatik,190000,Dizel / Naftë,Durrës,E Zezë,Nissan,Qashqai,6500.0,EUR,65000,190 000 - 199 999,18,Durres
2025-04-28 09:56:03.702786,https://www.merrjep.al/njoftim/okazion/15159038,2007,Manual,20000,Benzin,Tiranë,Blu,VW Volkswagen,Polo,2800.0,EUR,28000,20 000 - 24 999,18,Tirane
2025-04-28 09:56:03.702794,https://www.merrjep.al/njoftim/vw-polo-1-6-nafte-viti-2010-gjendje-perfekte/15030757,2010,Manual,140000,Dizel / Naftë,Tiranë,E Zezë,VW Volkswagen,Polo,5900.0,EUR,59000,140 000 - 149 999,15,Tirane
2025-04-28 09:56:03.702803,https://www.merrjep.al/njoftim/ford-c-max-titanium-1-6-nafte-6-marshe-viti-2011/15013329,2011,Manual,180000,Dizel / Naftë,Tiranë,Gri,Ford,C-Max,5700.0,EUR,57000,180 000 - 189 999,14,Tirane
2025-04-28 09:56:03.702820,https://www.merrjep.al/njoftim/range-rover-evoque-automat-viti-11-2016-102-000-km/15089619,2016,Automatik,100000,Benzin,Tiranë,Bezhë,Land Rover,Range Rover Evoque,17500.0,EUR,175000,100 000 - 109 999,9,Tirane
2025-04-28 09:56:03.702837,https://www.merrjep.al/njoftim/skoda-roomster-1-6-nafte-viti-2011/15082041,2011,Manual,200000,Dizel / Naftë,Tiranë,Gri,Škoda,Roomster,5700.0,EUR,57000,200 000 - 249 999,14,Tirane
2025-04-28 09:56:03.702846,https://www.merrjep.al/njoftim/vw-polo-viti-2013-motorri-1-2-nafte-gjendje-perfekte/14015999,2013,Manual,150000,Dizel / Naftë,Tiranë,Gri,VW Volkswagen,Polo,5290.0,EUR,52900,150 000 - 159 999,12,Tirane
2025-04-28 09:56:03.702855,https://www.merrjep.al/njoftim/citroen-c4-1-6-naft-manual/15223469,2006,Manual,200000,Dizel / Naftë,Elbasan,Gri,Citroën,C4,1600.0,EUR,16000,200 000 - 249 999,19,Other
2025-04-28 09:56:03.702872,https://www.merrjep.al/njoftim/shitet-mercedez-benz-cls-320-cdi/11128252,2008,Automatik,190000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,CLS 320,4500.0,EUR,45000,190 000 - 199 999,17,Tirane
2025-04-28 09:56:03.702888,https://www.merrjep.al/njoftim/tiguan-2-0-naft-2009-super-gjendje/15223476,2009,Manual,200000,Dizel / Naftë,Tiranë,E Zezë,VW Volkswagen,Tiguan,6500.0,EUR,65000,200 000 - 249 999,16,Tirane
2025-04-28 09:56:03.702930,https://www.merrjep.al/njoftim/audi-rs5/15188340,2015,Automatik,150000,Benzin,Tiranë,E Zezë,Audi,RS5,24500.0,EUR,245000,150 000 - 159 999,10,Tirane
2025-04-28 09:56:03.702947,https://www.merrjep.al/njoftim/golf-6-automat-1-6-nafte-nga-franca/15218996,2011,Automatik,200000,Dizel / Naftë,Durrës,E Zezë,VW Volkswagen,Golf,6900.0,EUR,69000,200 000 - 249 999,14,Durres
2025-04-28 09:56:03.702956,https://www.merrjep.al/njoftim/mercedes-benz-gl350-14amg-line-panoramic-mundesi-nderrimi/14013674,2013,Automatik,250000,Dizel / Naftë,Tiranë,E Bardhë,Mercedes-Benz,GL 350,21000.0,EUR,210000,250 000 - 299 999,12,Tirane
2025-04-28 09:56:03.702965,https://www.merrjep.al/njoftim/ford-focus-sw-viti-2006-1-8-tdci-116cv/15059651,2006,Manual,170000,Dizel / Naftë,Fier,Blu,Ford,Focus,3200.0,EUR,32000,170 000 - 179 999,19,Other
2025-04-28 09:56:03.702973,https://www.merrjep.al/njoftim/golf-6-gtd-full-options-nga-gjermania-super-gjendje/15085615,2011,Automatik,200000,Dizel / Naftë,Durrës,Gri,VW Volkswagen,Golf,8800.0,EUR,88000,200 000 - 249 999,14,Durres
2025-04-28 09:56:03.702989,https://www.merrjep.al/njoftim/discovery-5-autobiografy-18-mundesi-nderrimi/14015368,2017,Automatik,130000,Benzin,Tiranë,E Bardhë,Land Rover,Discovery,28000.0,EUR,280000,130 000 - 139 999,8,Tirane
2025-04-28 09:56:03.703006,https://www.merrjep.al/njoftim/auris-1-4-nafte-automat-nga-italia/15085636,2007,Automatik,200000,Dizel / Naftë,Durrës,Gri,Toyota,Auris,5800.0,EUR,58000,200 000 - 249 999,18,Durres
2025-04-28 09:56:03.703023,https://www.merrjep.al/njoftim/vw-golf-viti-2005-klima-1-4-benzine/14700346,2005,Manual,200000,Benzin,Tiranë,E Zezë,VW Volkswagen,Golf,3300.0,EUR,33000,200 000 - 249 999,20,Tirane
2025-04-28 09:56:03.703040,https://www.merrjep.al/njoftim/land-rover/15179204,1999,Manual,200000,Dizel / Naftë,Tiranë,E Gjelbër,Land Rover,Discovery,10500.0,EUR,105000,200 000 - 249 999,26,Tirane
2025-04-28 09:56:03.703065,https://www.merrjep.al/njoftim/kadi-maxi/15223439,2008,Manual,190000,Dizel / Naftë,Tiranë,Gri,VW Volkswagen,Caddy,6500.0,EUR,65000,190 000 - 199 999,17,Tirane
2025-04-28 09:56:03.703081,https://www.merrjep.al/njoftim/mercedes-benz-e220-automat-nafte-viti-2005-okazin/14727411,2005,Automatik,200000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,E 220,3200.0,EUR,32000,200 000 - 249 999,20,Tirane
2025-04-28 09:56:03.703090,https://www.merrjep.al/njoftim/2017-audi-q7-prestige-full-options/11094227,2017,Automatik,110000,Benzin,Durrës,Blu,Audi,Q7,27000.0,EUR,270000,110 000 - 119 999,8,Durres
2025-04-28 09:56:03.703108,https://www.merrjep.al/njoftim/touran-1-9-tdi-automat-dsg-viti-2008/15223438,2008,Automatik,20000,Dizel / Naftë,Kukës,Gri,VW Volkswagen,Touran,4700.0,EUR,47000,20 000 - 24 999,17,Other
2025-04-28 09:56:03.703117,https://www.merrjep.al/njoftim/okazion-c180-kompresor-benzine+gaz-automat-europe/15098915,2008,Automatik,190000,Gaz (TNG) / Benzinë,Durrës,E Argjendtë,Mercedes-Benz,C 180,6900.0,EUR,69000,190 000 - 199 999,17,Durres
2025-04-28 09:56:03.703127,https://www.merrjep.al/njoftim/mercedes-benz-e220-cdi-viti-2007-automat/15012900,2007,Automatik,250000,Dizel / Naftë,Tiranë,Gri,Mercedes-Benz,E 220,5200.0,EUR,52000,250 000 - 299 999,18,Tirane
2025-04-28 09:56:03.703136,https://www.merrjep.al/njoftim/mercedes-benz-e220-automat-viti-2005-super-okazion/14727400,2005,Automatik,200000,Dizel / Naftë,Tiranë,Blu,Mercedes-Benz,E 220,3500.0,EUR,35000,200 000 - 249 999,20,Tirane
2025-04-28 09:56:03.703144,https://www.merrjep.al/njoftim/merceded-benz-e-class-220/15215107,2011,Automatik,250000,Dizel / Naftë,Durrës,Gri,Mercedes-Benz,E 220,9500.0,EUR,95000,250 000 - 299 999,14,Durres
2025-04-28 09:56:03.703160,https://www.merrjep.al/njoftim/okazion-mini-cooper-arsye-largimi-jashte-vendit/15181967,2004,Manual,250000,Gaz (TNG) / Benzinë,Elbasan,Gri,MINI,Cooper,2200.0,EUR,22000,250 000 - 299 999,21,Other
2025-04-28 09:56:27.605058,https://www.merrjep.al/njoftim/a6-2014-full-options/15083663,2014,Automatik,200000,Dizel / Naftë,Tiranë,E Bardhë,Audi,A6,1.0,EUR,10,200 000 - 249 999,11,Tirane
2025-04-28 09:56:27.605084,https://www.merrjep.al/njoftim/g-class-55-amg-kompressor-500+hp/11683039,2011,Automatik,160000,Benzin,Durrës,E Zezë,Mercedes-Benz,G 55 AMG,1.0,EUR,10,160 000 - 169 999,14,Durres
2025-04-28 09:56:27.605095,https://www.merrjep.al/njoftim/bmw-x1-x-drive-viti-12-2010-automatike-motorr-2-0-nafte/15200353,2010,Automatik,160000,Dizel / Naftë,Tiranë,Kafe,BMW,X1,8900.0,EUR,89000,160 000 - 169 999,15,Tirane
2025-04-28 09:56:27.605105,https://www.merrjep.al/njoftim/benz-sl-550-silver-arrow-edition-limited-1-of-550/10819446,2012,Automatik,120000,Benzin,Durrës,Gri,Mercedes-Benz,SL 500,1.0,EUR,10,120 000 - 129 999,13,Durres
2025-04-28 09:56:27.605114,https://www.merrjep.al/njoftim/okazion-2012-passat-2-0-tdi-sel/14520556,2012,Automatik,140000,Dizel / Naftë,Durrës,E Zezë,VW Volkswagen,Passat,7800.0,EUR,78000,140 000 - 149 999,13,Durres
2025-04-28 09:56:27.605124,https://www.merrjep.al/njoftim/tiguan-full-options/14994059,2012,Automatik,150000,Dizel / Naftë,Tiranë,Blu,VW Volkswagen,Tiguan,1.0,EUR,10,150 000 - 159 999,13,Tirane
2025-04-28 09:56:27.605141,https://www.merrjep.al/njoftim/audi-a8l-60-tfsi/15175095,2022,Automatik,35000,Benzin,Tiranë,E Gjelbër,Audi,A8,58000.0,EUR,580000,35 000 - 39 999,3,Tirane
2025-04-28 09:56:27.605149,https://www.merrjep.al/njoftim/tiguan-full-options/14974065,2013,Automatik,200000,Elektrikë,Tiranë,Kafe,VW Volkswagen,Tiguan,1.0,EUR,10,200 000 - 249 999,12,Tirane
2025-04-28 09:56:27.605158,https://www.merrjep.al/njoftim/ford-focus-1-6-nafte/15186514,2006,Manual,200000,Dizel / Naftë,Tiranë,Gri,Ford,Focus,2500.0,EUR,25000,200 000 - 249 999,19,Tirane
2025-04-28 09:56:27.605166,https://www.merrjep.al/njoftim/tiguan-full-options/14953712,2012,Automatik,200000,Dizel / Naftë,Tiranë,E Zezë,VW Volkswagen,Tiguan,1.0,EUR,10,200 000 - 249 999,13,Tirane
2025-04-28 09:56:27.605200,https://www.merrjep.al/njoftim/okazion-12000-euro/15062818,2014,Automatik,160000,Dizel / Naftë,Tiranë,Gri,Audi,A6,12000.0,EUR,120000,160 000 - 169 999,11,Tirane
2025-04-28 09:56:27.605211,https://www.merrjep.al/njoftim/tucson-full-options/14953682,2015,Automatik,120000,Dizel / Naftë,Tiranë,E Bardhë,Hyundai,Tucson,1.0,EUR,10,120 000 - 129 999,10,Tirane
